email,commission,points,registerpoints,signinpoints,twitter_x_id_points,discordid_points,telegramid_points,bonus_points,epoch01,totalPoints
bull3001@veer.vn,0,5299,6,4,0,0,0,0,0,5309
bull2993@veer.vn,0,10093,6,4,5000,5000,5000,0,0,25103
bull2861@veer.vn,0,13093,6,4,5000,5000,5000,0,0,28103
bull3378@veer.vn,0,6072,6,6,5000,5000,5000,0,0,21084
bull3071@veer.vn,0,13059,6,4,5000,5000,5000,0,0,28069
bull2990@veer.vn,0,10076,6,4,5000,5000,5000,0,0,25086
bull3061@veer.vn,0,5286,6,4,5000,5000,5000,0,0,20296
bull2981@veer.vn,0,4439,6,4,5000,5000,5000,0,0,19449
bull3179@veer.vn,0,9674,6,6,5000,5000,5000,0,0,24686
bull3070@veer.vn,0,13088,6,4,5000,5000,5000,0,0,28098
bull3094@veer.vn,0,13222,6,4,5000,5000,5000,0,0,28232
bull4071@veer.vn,0,3,6,3,5000,5000,5000,0,0,15012
bull3310@veer.vn,0,4145,6,4,5000,5000,5000,0,0,19155
bull3010@veer.vn,0,5362,6,4,5000,5000,5000,0,0,20372
bull3075@veer.vn,0,9501,6,4,5000,5000,5000,0,0,24511
bull3588@veer.vn,0,4196,6,4,5000,5000,5000,0,0,19206
bull3120@veer.vn,0,5950,6,5,5000,5000,5000,0,0,20961
bull2955@veer.vn,0,9897,6,4,5000,5000,5000,0,0,24907
bull4115@veer.vn,0,2843,6,4,5000,5000,5000,0,0,17853
bull3096@veer.vn,0,4810,6,4,5000,5000,5000,0,0,19820
bull3235@veer.vn,0,4064,6,4,5000,5000,5000,0,0,19074
bull2999@veer.vn,0,9948,6,4,5000,5000,5000,0,0,24958
bull2966@veer.vn,0,9946,6,4,5000,5000,5000,0,0,24956
bull3393@veer.vn,0,7669,6,5,5000,5000,5000,0,0,22680
bull3226@veer.vn,0,4191,6,4,5000,5000,5000,0,0,19201
bull4101@veer.vn,0,2962,6,4,5000,5000,5000,0,0,17972
bull3145@veer.vn,0,9838,6,5,5000,5000,5000,0,0,24849
bull2926@veer.vn,0,9883,6,4,5000,5000,5000,0,0,24893
bull4221@veer.vn,0,7719,6,4,5000,5000,5000,0,0,22729
bull3085@veer.vn,0,13238,6,5,5000,5000,5000,0,0,28249
bull3170@veer.vn,0,9813,6,6,5000,5000,5000,0,0,24825
bull3371@veer.vn,0,12721,6,5,5000,5000,5000,0,0,27732
bull3077@veer.vn,0,6226,6,4,5000,5000,5000,0,0,21236
bull2909@veer.vn,0,10024,6,4,5000,5000,5000,0,0,25034
bull2900@veer.vn,0,13253,6,4,5000,5000,5000,0,0,28263
bull3804@veer.vn,0,2669,6,4,5000,5000,5000,0,0,17679
bull4023@veer.vn,0,0,6,2,5000,5000,5000,0,0,15008
bull2982@veer.vn,0,10016,6,4,5000,5000,5000,0,0,25026
bull3132@veer.vn,0,7124,6,5,5000,5000,5000,0,0,22135
bull3160@veer.vn,0,9630,6,5,5000,5000,5000,0,0,24641
bull3076@veer.vn,0,6271,6,4,5000,5000,5000,0,0,21281
bull2912@veer.vn,0,10086,6,4,5000,5000,5000,0,0,25096
bull3006@veer.vn,0,4061,6,3,5000,5000,5000,0,0,19070
bull2877@veer.vn,0,4085,6,3,5000,5000,5000,0,0,19094
bull3473@veer.vn,0,4235,6,5,5000,5000,5000,0,0,19246
bull4104@veer.vn,0,3133,6,4,5000,5000,5000,0,0,18143
bull3272@veer.vn,0,13143,6,5,5000,5000,5000,0,0,28154
bull4075@veer.vn,0,3,6,3,5000,5000,5000,0,0,15012
bull2997@veer.vn,0,9914,6,4,5000,5000,5000,0,0,24924
bull3198@veer.vn,0,9858,6,5,5000,5000,5000,0,0,24869
bull3055@veer.vn,0,13020,6,4,5000,5000,5000,0,0,28030
bull3591@veer.vn,0,4315,6,4,5000,5000,5000,0,0,19325
bull4094@veer.vn,0,0,6,3,5000,5000,5000,0,0,15009
bull3263@veer.vn,0,13224,6,5,5000,5000,5000,0,0,28235
bull3279@veer.vn,0,7518,6,5,5000,5000,5000,0,0,22529
bull3798@veer.vn,0,3482,6,4,5000,5000,5000,0,0,18492
bull3029@veer.vn,0,5339,6,4,5000,5000,5000,0,0,20349
bull3123@veer.vn,0,5998,6,5,5000,5000,5000,0,0,21009
bull3361@veer.vn,0,12790,6,5,5000,5000,5000,0,0,27801
bull3063@veer.vn,0,13111,6,4,5000,5000,5000,0,0,28121
bull2983@veer.vn,0,9876,6,4,5000,5000,5000,0,0,24886
bull3687@veer.vn,0,8955,6,4,5000,5000,5000,0,0,23965
bull3980@veer.vn,0,2806,6,4,5000,5000,5000,0,0,17816
bull3682@veer.vn,0,4211,6,4,5000,5000,5000,0,0,19221
bull3351@veer.vn,0,12782,6,5,0,0,0,0,0,12793
bull3396@veer.vn,0,4369,6,5,5000,5000,5000,0,0,19380
bull3244@veer.vn,0,4060,6,4,5000,5000,5000,0,0,19070
bull3229@veer.vn,0,5427,6,5,5000,5000,5000,0,0,20438
bull3375@veer.vn,0,4068,6,4,5000,5000,5000,0,0,19078
bull3138@veer.vn,0,9917,6,5,5000,5000,5000,0,0,24928
bull3216@veer.vn,0,6351,6,5,5000,5000,5000,0,0,21362
bull3302@veer.vn,0,4115,6,4,5000,5000,5000,0,0,19125
bull3080@veer.vn,0,4230,6,3,5000,5000,5000,0,0,19239
bull3426@veer.vn,0,4051,6,5,5000,5000,5000,0,0,19062
bull3753@veer.vn,0,3540,6,4,5000,5000,5000,0,0,18550
bull3153@veer.vn,0,9698,6,5,5000,5000,5000,0,0,24709
bull4112@veer.vn,0,3145,6,4,5000,5000,5000,0,0,18155
bull3142@veer.vn,0,9823,6,5,5000,5000,5000,0,0,24834
bull3360@veer.vn,0,12862,6,5,5000,5000,5000,0,0,27873
bull3004@veer.vn,0,6367,6,4,5000,5000,5000,0,0,21377
bull3775@veer.vn,0,3553,6,4,5000,5000,5000,0,0,18563
bull2927@veer.vn,0,10056,6,4,5000,5000,5000,0,0,25066
bull2928@veer.vn,0,9853,6,4,5000,5000,5000,0,0,24863
bull3103@veer.vn,0,9709,6,5,5000,5000,5000,0,0,24720
bull3355@veer.vn,0,13013,6,5,5000,5000,5000,0,0,28024
bull3177@veer.vn,0,9918,6,5,5000,5000,5000,0,0,24929
bull3307@veer.vn,0,6328,6,5,5000,5000,5000,0,0,21339
bull3222@veer.vn,0,4041,6,4,5000,5000,5000,0,0,19051
bull4107@veer.vn,0,2985,6,4,5000,5000,5000,0,0,17995
bull3333@veer.vn,0,7526,6,5,5000,5000,5000,0,0,22537
bull4116@veer.vn,0,3066,6,4,5000,5000,5000,0,0,18076
bull3258@veer.vn,0,13330,6,4,5000,5000,5000,0,0,28340
bull3250@veer.vn,0,5392,6,5,5000,5000,5000,0,0,20403
bull3450@veer.vn,0,4015,6,5,5000,5000,5000,0,0,19026
bull3045@veer.vn,0,11841,6,4,5000,5000,5000,0,0,26851
bull3191@veer.vn,0,9603,6,5,5000,5000,5000,0,0,24614
bull3051@veer.vn,0,11724,6,4,5000,5000,5000,0,0,26734
bull4178@veer.vn,0,2884,6,4,5000,5000,5000,0,0,17894
bull3257@veer.vn,0,13149,6,4,5000,5000,5000,0,0,28159
bull3451@veer.vn,0,4091,6,5,5000,5000,5000,0,0,19102
bull3221@veer.vn,0,6414,6,5,5000,5000,5000,0,0,21425
bull3637@veer.vn,0,9464,6,4,5000,5000,5000,0,0,24474
bull3119@veer.vn,0,5909,6,5,5000,5000,5000,0,0,20920
bull3000@veer.vn,0,10141,6,4,5000,5000,5000,0,0,25151
bull3445@veer.vn,0,4310,6,5,5000,5000,5000,0,0,19321
bull3888@veer.vn,0,2950,6,4,5000,5000,5000,0,0,17960
bull3381@veer.vn,0,6187,6,5,5000,5000,5000,0,0,21198
bull3428@veer.vn,0,3745,6,6,5000,5000,5000,0,0,18757
bull4225@veer.vn,0,5357,6,4,5000,5000,5000,0,0,20367
bull3367@veer.vn,0,12686,6,5,5000,5000,5000,0,0,27697
bull4093@veer.vn,0,3,6,3,5000,5000,5000,0,0,15012
bull3206@veer.vn,0,6316,6,5,5000,5000,5000,0,0,21327
bull3332@veer.vn,0,12810,6,5,0,0,0,0,0,12821
bull4011@veer.vn,0,3,6,3,5000,5000,5000,0,0,15012
bull3394@veer.vn,0,3945,6,4,5000,5000,5000,0,0,18955
bull3471@veer.vn,0,4131,6,5,5000,5000,5000,0,0,19142
bull3267@veer.vn,0,4423,6,5,5000,5000,5000,0,0,19434
bull3491@veer.vn,0,4043,6,5,5000,5000,5000,0,0,19054
bull3064@veer.vn,0,5388,6,4,5000,5000,5000,0,0,20398
bull3210@veer.vn,0,5526,6,5,5000,5000,5000,0,0,20537
bull4134@veer.vn,0,2946,6,4,5000,5000,5000,0,0,17956
bull3369@veer.vn,0,4181,6,4,5000,5000,5000,0,0,19191
bull4228@veer.vn,0,7893,6,4,5000,5000,5000,0,0,22903
bull4118@veer.vn,0,2967,6,4,5000,5000,5000,0,0,17977
bull3164@veer.vn,0,9784,6,5,5000,5000,5000,0,0,24795
bull3520@veer.vn,0,3690,6,5,5000,5000,5000,0,0,18701
bull3667@veer.vn,0,5765,6,5,5000,5000,5000,0,0,20776
bull3338@veer.vn,0,5367,6,5,5000,5000,5000,0,0,20378
bull4097@veer.vn,0,3,6,3,5000,5000,5000,0,0,15012
bull3387@veer.vn,0,12307,6,5,5000,5000,5000,0,0,27318
bull3196@veer.vn,0,5819,6,5,5000,5000,5000,0,0,20830
bull4140@veer.vn,0,2827,6,3,5000,5000,5000,0,0,17836
bull3824@veer.vn,0,2601,6,4,5000,5000,5000,0,0,17611
bull3322@veer.vn,0,12797,6,5,5000,5000,5000,0,0,27808
bull4088@veer.vn,0,0,6,3,5000,5000,5000,0,0,15009
bull2875@veer.vn,0,13021,6,4,5000,5000,5000,0,0,28031
bull4114@veer.vn,0,3049,6,4,5000,5000,5000,0,0,18059
bull3320@veer.vn,0,4197,6,4,5000,5000,5000,0,0,19207
bull3770@veer.vn,0,3410,6,4,5000,5000,5000,0,0,18420
bull3205@veer.vn,0,5379,6,5,5000,5000,5000,0,0,20390
bull3644@veer.vn,0,4941,6,4,5000,5000,5000,0,0,19951
bull3139@veer.vn,0,9727,6,5,5000,5000,5000,0,0,24738
bull3116@veer.vn,0,9581,6,5,5000,5000,5000,0,0,24592
bull3973@veer.vn,0,2948,6,4,0,0,0,0,0,2958
bull3348@veer.vn,0,12726,6,5,5000,5000,5000,0,0,27737
bull3067@veer.vn,0,6469,6,4,5000,5000,5000,0,0,21479
bull3219@veer.vn,0,5255,6,5,5000,5000,5000,0,0,20266
bull3254@veer.vn,0,11029,6,5,5000,5000,5000,0,0,26040
bull2931@veer.vn,0,10029,6,4,5000,5000,5000,0,0,25039
bull3411@veer.vn,0,4110,6,5,5000,5000,5000,0,0,19121
bull3030@veer.vn,0,13224,6,4,5000,5000,5000,0,0,28234
bull3801@veer.vn,0,2588,6,4,5000,5000,5000,0,0,17598
bull3446@veer.vn,0,4140,6,5,5000,5000,5000,0,0,19151
bull3517@veer.vn,0,3788,6,5,5000,5000,5000,0,0,18799
bull3100@veer.vn,0,12996,6,5,5000,5000,5000,0,0,28007
bull3202@veer.vn,0,5244,6,5,5000,5000,5000,0,0,20255
bull3236@veer.vn,0,6223,6,4,5000,5000,5000,0,0,21233
bull3227@veer.vn,0,6505,6,5,5000,5000,5000,0,0,21516
bull3252@veer.vn,0,12845,6,5,5000,5000,5000,0,0,27856
bull3047@veer.vn,0,5376,6,4,5000,5000,5000,0,0,20386
bull3439@veer.vn,0,3706,6,4,5000,5000,5000,0,0,18716
bull3183@veer.vn,0,9812,6,5,5000,5000,5000,0,0,24823
bull2991@veer.vn,0,6420,6,4,5000,5000,5000,0,0,21430
bull3214@veer.vn,0,6329,6,5,5000,5000,5000,0,0,21340
bull3238@veer.vn,0,6346,6,5,5000,5000,5000,0,0,21357
bull3840@veer.vn,0,3092,6,4,5000,5000,5000,0,0,18102
bull3683@veer.vn,0,8955,6,4,5000,5000,5000,0,0,23965
bull2883@veer.vn,0,6719,6,4,5000,5000,5000,0,0,21729
bull2972@veer.vn,0,9966,6,4,5000,5000,5000,0,0,24976
bull3984@veer.vn,0,2845,6,4,5000,5000,5000,0,0,17855
bull3204@veer.vn,0,5583,6,5,5000,5000,5000,0,0,20594
bull3518@veer.vn,0,4196,6,5,5000,5000,5000,0,0,19207
bull3452@veer.vn,0,3752,6,4,5000,5000,5000,0,0,18762
bull3299@veer.vn,0,13247,6,5,5000,5000,5000,0,0,28258
bull3385@veer.vn,0,6152,6,5,5000,5000,5000,0,0,21163
bull3467@veer.vn,0,4109,6,5,5000,5000,5000,0,0,19120
bull4132@veer.vn,0,3008,6,4,5000,5000,5000,0,0,18018
bull4025@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2921@veer.vn,0,10217,6,4,5000,5000,5000,0,0,25227
bull3864@veer.vn,0,3026,6,4,5000,5000,5000,0,0,18036
bull3233@veer.vn,0,5502,6,6,5000,5000,5000,0,0,20514
bull3265@veer.vn,0,5137,6,5,5000,5000,5000,0,0,20148
bull3218@veer.vn,0,4029,6,4,5000,5000,5000,0,0,19039
bull2959@veer.vn,0,6603,6,4,5000,5000,5000,0,0,21613
bull3269@veer.vn,0,13161,6,5,5000,5000,5000,0,0,28172
bull3961@veer.vn,0,2961,6,4,5000,5000,5000,0,0,17971
bull3708@veer.vn,0,3612,6,4,5000,5000,5000,0,0,18622
bull3626@veer.vn,0,8868,6,4,5000,5000,5000,0,0,23878
bull3224@veer.vn,0,5620,6,5,5000,5000,5000,0,0,20631
bull3989@veer.vn,0,2952,6,4,5000,5000,5000,0,0,17962
bull3632@veer.vn,0,9467,6,4,5000,5000,5000,0,0,24477
bull3748@veer.vn,0,3473,6,4,5000,5000,5000,0,0,18483
bull3102@veer.vn,0,9728,6,5,5000,5000,5000,0,0,24739
bull3209@veer.vn,0,6366,6,5,5000,5000,5000,0,0,21377
bull3395@veer.vn,0,4136,6,4,5000,5000,5000,0,0,19146
bull3436@veer.vn,0,4155,6,5,5000,5000,5000,0,0,19166
bull3940@veer.vn,0,2980,6,4,5000,5000,5000,0,0,17990
bull3189@veer.vn,0,8739,6,5,5000,5000,5000,0,0,23750
bull3231@veer.vn,0,6505,6,5,5000,5000,5000,0,0,21516
bull3101@veer.vn,0,5951,6,6,5000,5000,5000,0,0,20963
bull3461@veer.vn,0,4132,6,5,5000,5000,5000,0,0,19143
bull3969@veer.vn,0,2974,6,4,5000,5000,5000,0,0,17984
bull3485@veer.vn,0,4015,6,5,5000,5000,5000,0,0,19026
bull3255@veer.vn,0,5861,6,5,5000,5000,5000,0,0,20872
bull3212@veer.vn,0,6333,6,5,5000,5000,5000,0,0,21344
bull3083@veer.vn,0,13018,6,4,5000,5000,5000,0,0,28028
bull3017@veer.vn,0,13089,6,4,5000,5000,5000,0,0,28099
bull3739@veer.vn,0,3521,6,4,5000,5000,5000,0,0,18531
bull3245@veer.vn,0,5236,6,5,5000,5000,5000,0,0,20247
bull3199@veer.vn,0,9717,6,5,5000,5000,5000,0,0,24728
bull3162@veer.vn,0,9782,6,6,5000,5000,5000,0,0,24794
bull3605@veer.vn,0,8868,6,4,5000,5000,5000,0,0,23878
bull3337@veer.vn,0,12738,6,5,5000,5000,5000,0,0,27749
bull3018@veer.vn,0,12990,6,4,5000,5000,5000,0,0,28000
bull3410@veer.vn,0,3949,6,4,5000,5000,5000,0,0,18959
bull3417@veer.vn,0,4069,6,5,5000,5000,5000,0,0,19080
bull3425@veer.vn,0,3680,6,6,5000,5000,5000,0,0,18692
bull3723@veer.vn,0,3102,6,4,5000,5000,5000,0,0,18112
bull3136@veer.vn,0,9699,6,5,5000,5000,5000,0,0,24710
bull3876@veer.vn,0,3050,6,4,5000,5000,5000,0,0,18060
bull3939@veer.vn,0,2852,6,4,5000,5000,5000,0,0,17862
bull3317@veer.vn,0,5350,6,5,5000,5000,5000,0,0,20361
bull2937@veer.vn,0,9975,6,4,5000,5000,5000,0,0,24985
bull3270@veer.vn,0,13309,6,5,5000,5000,5000,0,0,28320
bull3383@veer.vn,0,12883,6,5,5000,5000,5000,0,0,27894
bull3343@veer.vn,0,7700,6,5,5000,5000,5000,0,0,22711
bull2938@veer.vn,0,10189,6,4,5000,5000,5000,0,0,25199
bull3557@veer.vn,0,4242,6,4,5000,5000,5000,0,0,19252
bull3359@veer.vn,0,12795,6,5,5000,5000,5000,0,0,27806
bull3581@veer.vn,0,4316,6,4,5000,5000,5000,0,0,19326
bull4102@veer.vn,0,2993,6,4,5000,5000,5000,0,0,18003
bull3264@veer.vn,0,4844,6,6,5000,5000,5000,0,0,19856
bull3349@veer.vn,0,4475,6,5,5000,5000,5000,0,0,19486
bull3481@veer.vn,0,3951,6,4,5000,5000,5000,0,0,18961
bull3289@veer.vn,0,5216,6,5,5000,5000,5000,0,0,20227
bull3294@veer.vn,0,13345,6,5,0,0,0,0,0,13356
bull4027@veer.vn,0,4,6,3,5000,5000,5000,0,0,15013
bull3137@veer.vn,0,9780,6,5,5000,5000,5000,0,0,24791
bull3275@veer.vn,0,13227,6,5,5000,5000,5000,0,0,28238
bull3292@veer.vn,0,5184,6,5,5000,5000,5000,0,0,20195
bull3549@veer.vn,0,4368,6,4,5000,5000,5000,0,0,19378
bull3627@veer.vn,0,5347,6,4,5000,5000,5000,0,0,20357
bull3014@veer.vn,0,4610,6,4,5000,5000,5000,0,0,19620
bull3606@veer.vn,0,8992,6,4,5000,5000,5000,0,0,24002
bull3122@veer.vn,0,9463,6,6,5000,5000,5000,0,0,24475
bull3251@veer.vn,0,5515,6,5,5000,5000,5000,0,0,20526
bull4108@veer.vn,0,2902,6,4,5000,5000,5000,0,0,17912
bull3225@veer.vn,0,5568,6,5,5000,5000,5000,0,0,20579
bull3323@veer.vn,0,12689,6,5,0,0,0,0,0,12700
bull3487@veer.vn,0,4104,6,5,5000,5000,5000,0,0,19115
bull3945@veer.vn,0,3000,6,4,0,0,0,0,0,3010
bull3874@veer.vn,0,2880,6,4,5000,5000,5000,0,0,17890
bull3273@veer.vn,0,13318,6,5,5000,5000,5000,0,0,28329
bull4033@veer.vn,0,3,6,3,5000,5000,5000,0,0,15012
bull3826@veer.vn,0,2715,6,4,5000,5000,5000,0,0,17725
bull3828@veer.vn,0,2786,6,4,5000,5000,5000,0,0,17796
bull3057@veer.vn,0,12044,6,4,5000,5000,5000,0,0,27054
bull3118@veer.vn,0,4862,6,5,5000,5000,5000,0,0,19873
bull3415@veer.vn,0,3995,6,5,5000,5000,5000,0,0,19006
bull3813@veer.vn,0,2698,6,4,5000,5000,5000,0,0,17708
bull3842@veer.vn,0,2997,6,4,5000,5000,5000,0,0,18007
bull3262@veer.vn,0,13287,6,5,5000,5000,5000,0,0,28298
bull3259@veer.vn,0,6309,6,5,5000,5000,5000,0,0,21320
bull3552@veer.vn,0,4281,6,4,5000,5000,5000,0,0,19291
bull3412@veer.vn,0,3955,6,5,5000,5000,5000,0,0,18966
bull2904@veer.vn,0,9841,6,4,5000,5000,5000,0,0,24851
bull3309@veer.vn,0,6273,6,5,5000,5000,5000,0,0,21284
bull3306@veer.vn,0,5380,6,5,5000,5000,5000,0,0,20391
bull4106@veer.vn,0,2936,6,4,5000,5000,5000,0,0,17946
bull3607@veer.vn,0,3767,6,5,5000,5000,5000,0,0,18778
bull3862@veer.vn,0,2965,6,4,5000,5000,5000,0,0,17975
bull3331@veer.vn,0,4046,6,4,5000,5000,5000,0,0,19056
bull2973@veer.vn,0,3462,6,4,5000,5000,5000,0,0,18472
bull2967@veer.vn,0,9988,6,4,5000,5000,5000,0,0,24998
bull3553@veer.vn,0,4291,6,4,5000,5000,5000,0,0,19301
bull3716@veer.vn,0,2966,6,4,5000,5000,5000,0,0,17976
bull3528@veer.vn,0,3691,6,4,5000,5000,5000,0,0,18701
bull4142@veer.vn,0,3036,6,4,5000,5000,5000,0,0,18046
bull2933@veer.vn,0,9937,6,4,5000,5000,5000,0,0,24947
bull3088@veer.vn,0,12479,6,4,5000,5000,5000,0,0,27489
bull3325@veer.vn,0,11199,6,5,5000,5000,5000,0,0,26210
bull3641@veer.vn,0,7413,6,4,5000,5000,5000,0,0,22423
bull3602@veer.vn,0,4217,6,4,5000,5000,5000,0,0,19227
bull3794@veer.vn,0,3021,6,4,5000,5000,5000,0,0,18031
bull3126@veer.vn,0,9130,6,5,5000,5000,5000,0,0,24141
bull3449@veer.vn,0,4071,6,5,5000,5000,5000,0,0,19082
bull4048@veer.vn,0,3,6,3,5000,5000,5000,0,0,15012
bull3825@veer.vn,0,2562,6,4,0,5000,5000,0,0,12572
bull3092@veer.vn,0,13037,6,4,5000,5000,5000,0,0,28047
bull3020@veer.vn,0,5363,6,4,5000,5000,5000,0,0,20373
bull4022@veer.vn,0,4,6,3,5000,5000,5000,0,0,15013
bull4137@veer.vn,0,2768,6,3,5000,5000,5000,0,0,17777
bull4151@veer.vn,0,250,6,4,5000,5000,5000,0,0,15260
bull3599@veer.vn,0,4287,6,4,5000,5000,5000,0,0,19297
bull3537@veer.vn,0,4334,6,4,5000,5000,5000,0,0,19344
bull3419@veer.vn,0,3992,6,4,5000,5000,5000,0,0,19002
bull3159@veer.vn,0,9702,6,6,5000,5000,5000,0,0,24714
bull4195@veer.vn,0,2768,6,3,5000,5000,5000,0,0,17777
bull4081@veer.vn,0,3,6,3,5000,5000,5000,0,0,15012
bull3508@veer.vn,0,4006,6,4,5000,5000,5000,0,0,19016
bull3171@veer.vn,0,9301,6,5,5000,5000,5000,0,0,24312
bull3011@veer.vn,0,4324,6,3,5000,5000,5000,0,0,19333
bull2902@veer.vn,0,9998,6,4,5000,5000,5000,0,0,25008
bull3374@veer.vn,0,12870,6,5,5000,5000,5000,0,0,27881
bull3469@veer.vn,0,4018,6,5,5000,5000,5000,0,0,19029
bull3301@veer.vn,0,6621,6,5,5000,5000,5000,0,0,21632
bull4233@veer.vn,0,7945,6,4,5000,5000,5000,0,0,22955
bull3434@veer.vn,0,3963,6,4,5000,5000,5000,0,0,18973
bull2944@veer.vn,0,9841,6,4,5000,5000,5000,0,0,24851
bull3440@veer.vn,0,3954,6,5,5000,5000,5000,0,0,18965
bull3877@veer.vn,0,3103,6,4,0,5000,5000,0,0,13113
bull3712@veer.vn,0,3138,6,4,5000,5000,5000,0,0,18148
bull3345@veer.vn,0,12825,6,5,5000,5000,5000,0,0,27836
bull3462@veer.vn,0,4165,6,5,5000,5000,5000,0,0,19176
bull3193@veer.vn,0,9940,6,5,5000,5000,5000,0,0,24951
bull4038@veer.vn,0,3,6,3,5000,5000,5000,0,0,15012
bull3631@veer.vn,0,4180,6,4,5000,5000,5000,0,0,19190
bull3580@veer.vn,0,4149,6,4,5000,5000,5000,0,0,19159
bull3416@veer.vn,0,4202,6,5,5000,5000,5000,0,0,19213
bull2887@veer.vn,0,7822,6,4,5000,5000,5000,0,0,22832
bull3893@veer.vn,0,2643,6,4,5000,5000,5000,0,0,17653
bull3690@veer.vn,0,3502,6,3,5000,5000,5000,0,0,18511
bull3442@veer.vn,0,4071,6,5,5000,5000,5000,0,0,19082
bull3104@veer.vn,0,6033,6,5,5000,5000,5000,0,0,21044
bull3148@veer.vn,0,9628,6,5,5000,5000,5000,0,0,24639
bull4053@veer.vn,0,3,6,3,5000,5000,5000,0,0,15012
bull4021@veer.vn,0,0,6,3,5000,5000,5000,0,0,15009
bull4202@veer.vn,0,5279,6,4,5000,5000,5000,0,0,20289
bull3786@veer.vn,0,3114,6,4,5000,5000,5000,0,0,18124
bull3502@veer.vn,0,3572,6,5,5000,5000,5000,0,0,18583
bull3447@veer.vn,0,3994,6,5,5000,5000,5000,0,0,19005
bull4234@veer.vn,0,4968,6,4,5000,5000,5000,0,0,19978
bull3377@veer.vn,0,6609,6,5,0,0,0,0,0,6620
bull3134@veer.vn,0,9836,6,5,5000,5000,5000,0,0,24847
bull3040@veer.vn,0,13136,6,4,5000,5000,5000,0,0,28146
bull3182@veer.vn,0,9754,6,5,5000,5000,5000,0,0,24765
bull3007@veer.vn,0,13173,6,4,5000,5000,5000,0,0,28183
bull3248@veer.vn,0,5217,6,5,5000,5000,5000,0,0,20228
bull3521@veer.vn,0,3663,6,5,5000,5000,5000,0,0,18674
bull3479@veer.vn,0,3963,6,5,5000,5000,5000,0,0,18974
bull4024@veer.vn,0,0,6,3,5000,5000,5000,0,0,15009
bull3239@veer.vn,0,6357,6,5,5000,5000,5000,0,0,21368
bull3700@veer.vn,0,8821,6,4,5000,5000,5000,0,0,23831
bull3002@veer.vn,0,5550,6,4,5000,5000,5000,0,0,20560
bull3947@veer.vn,0,2877,6,4,5000,5000,5000,0,0,17887
bull3497@veer.vn,0,4062,6,5,5000,5000,5000,0,0,19073
bull2896@veer.vn,0,13285,6,4,5000,5000,5000,0,0,28295
bull3144@veer.vn,0,5831,6,5,5000,5000,5000,0,0,20842
bull3326@veer.vn,0,12739,6,5,5000,5000,5000,0,0,27750
bull2880@veer.vn,0,4612,6,4,5000,5000,5000,0,0,19622
bull3576@veer.vn,0,4337,6,4,5000,5000,5000,0,0,19347
bull4223@veer.vn,0,8036,6,4,5000,5000,5000,0,0,23046
bull3747@veer.vn,0,3612,6,4,5000,5000,5000,0,0,18622
bull3154@veer.vn,0,9679,6,5,5000,5000,5000,0,0,24690
bull3645@veer.vn,0,9610,6,4,5000,5000,5000,0,0,24620
bull4046@veer.vn,0,4,6,3,5000,5000,5000,0,0,15013
bull3466@veer.vn,0,4090,6,5,5000,5000,5000,0,0,19101
bull3478@veer.vn,0,3846,6,4,5000,5000,5000,0,0,18856
bull4050@veer.vn,0,3,6,3,5000,5000,5000,0,0,15012
bull3897@veer.vn,0,2695,6,4,5000,5000,5000,0,0,17705
bull3701@veer.vn,0,2996,6,4,5000,5000,5000,0,0,18006
bull3746@veer.vn,0,3513,6,4,5000,5000,5000,0,0,18523
bull4160@veer.vn,0,3091,6,4,5000,5000,5000,0,0,18101
bull3074@veer.vn,0,5297,6,4,5000,5000,5000,0,0,20307
bull4235@veer.vn,0,5495,6,4,5000,5000,5000,0,0,20505
bull3870@veer.vn,0,3051,6,4,5000,5000,5000,0,0,18061
bull4044@veer.vn,0,3,6,3,5000,5000,5000,0,0,15012
bull3967@veer.vn,0,2818,6,4,5000,5000,5000,0,0,17828
bull3612@veer.vn,0,4750,6,4,5000,5000,5000,0,0,19760
bull3242@veer.vn,0,5355,6,5,5000,5000,5000,0,0,20366
bull4029@veer.vn,0,3,6,3,5000,5000,5000,0,0,15012
bull4226@veer.vn,0,8067,6,4,5000,5000,5000,0,0,23077
bull3713@veer.vn,0,3174,6,4,5000,5000,5000,0,0,18184
bull4180@veer.vn,0,3051,6,4,5000,5000,5000,0,0,18061
bull3792@veer.vn,0,3096,6,4,5000,5000,5000,0,0,18106
bull3721@veer.vn,0,2950,6,4,5000,5000,5000,0,0,17960
bull3065@veer.vn,0,5162,6,4,5000,5000,5000,0,0,20172
bull3432@veer.vn,0,4104,6,5,5000,5000,5000,0,0,19115
bull3079@veer.vn,0,6239,6,4,5000,5000,5000,0,0,21249
bull3329@veer.vn,0,4126,6,4,5000,5000,5000,0,0,19136
bull3653@veer.vn,0,9452,6,4,5000,5000,5000,0,0,24462
bull3543@veer.vn,0,4278,6,4,5000,5000,5000,0,0,19288
bull3817@veer.vn,0,2498,6,4,5000,5000,5000,0,0,17508
bull3409@veer.vn,0,3999,6,5,5000,5000,5000,0,0,19010
bull4218@veer.vn,0,7805,6,4,5000,5000,5000,0,0,22815
bull3334@veer.vn,0,4102,6,4,5000,5000,5000,0,0,19112
bull3985@veer.vn,0,2841,6,4,5000,5000,5000,0,0,17851
bull4220@veer.vn,0,3094,6,3,5000,5000,5000,0,0,18103
